[92m15:42:04[0m|INFO   |[96mmain[0m| ============================================================
[92m15:42:04[0m|INFO   |[96mmain[0m| FULL DATA BENCHMARK RUN
[92m15:42:04[0m|INFO   |[96mmain[0m| ============================================================
[92m15:42:04[0m|INFO   |[96mload_datasets[0m| Loading data from /home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_1/gen_art/data_id3_it1__opus/full_data_out.json
[92m15:42:05[0m|INFO   |[96mload_datasets[0m| Loaded 10 datasets

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 6.3000e-01,
                 │  │                   0.0000e+00, 3.1000e-01, 6.3000e-01, 3.1000e-01, 6...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=5, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 4 FIT FAILED for FIGS-5 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[6.000e-02, 0.000e+00, 7.100e-01, 0.000e+00, 1.230e+00, 1.900e-01,
                 │  │                   1.900e-01, 1.200e-01, 6.400e-01, 2.500e-01,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=5, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|INFO   |[96mrun_benchmark[0m|   Running FIGS-10...
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 0 FIT FAILED for FIGS-10 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 1.880e+00, 0.000e+00,
                 │  │                   0.000e+00, 1.880e+00, 0.000e+00, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=10, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 1 FIT FAILED for FIGS-10 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[6.000e-02, 1.200e-01, 7.700e-01, 0.000e+00, 1.900e-01, 3.200e-01,
                 │  │                   3.800e-01, 0.000e+00, 6.000e-02, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=10, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 2 FIT FAILED for FIGS-10 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.000e+00, 6.400e-01, 6.400e-01, 0.000e+00, 3.200e-01, 0.000e+00,
                 │  │                   0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=10, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 3 FIT FAILED for FIGS-10 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 6.3000e-01,
                 │  │                   0.0000e+00, 3.1000e-01, 6.3000e-01, 3.1000e-01, 6...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=10, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 4 FIT FAILED for FIGS-10 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[6.000e-02, 0.000e+00, 7.100e-01, 0.000e+00, 1.230e+00, 1.900e-01,
                 │  │                   1.900e-01, 1.200e-01, 6.400e-01, 2.500e-01,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=10, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|INFO   |[96mrun_benchmark[0m|   Running FIGS-20...
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 0 FIT FAILED for FIGS-20 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 1.880e+00, 0.000e+00,
                 │  │                   0.000e+00, 1.880e+00, 0.000e+00, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=20, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 1 FIT FAILED for FIGS-20 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[6.000e-02, 1.200e-01, 7.700e-01, 0.000e+00, 1.900e-01, 3.200e-01,
                 │  │                   3.800e-01, 0.000e+00, 6.000e-02, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=20, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 2 FIT FAILED for FIGS-20 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.000e+00, 6.400e-01, 6.400e-01, 0.000e+00, 3.200e-01, 0.000e+00,
                 │  │                   0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=20, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 3 FIT FAILED for FIGS-20 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 6.3000e-01,
                 │  │                   0.0000e+00, 3.1000e-01, 6.3000e-01, 3.1000e-01, 6...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=20, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 4 FIT FAILED for FIGS-20 on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[6.000e-02, 0.000e+00, 7.100e-01, 0.000e+00, 1.230e+00, 1.900e-01,
                 │  │                   1.900e-01, 1.200e-01, 6.400e-01, 2.500e-01,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
    try:

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/.venv/lib/python3.10/site-packages/imodels/tree/figs.py", line 353, in fit
    if split_node.impurity_reduction < self.min_impurity_decrease:
       │          │                    │    └ 0.0
       │          │                    └ FIGSClassifier(max_rules=20, random_state=42)
       │          └ None
       └ X_-2 <= -2.000 (Tree #-1 root)

TypeError: '<' not supported between instances of 'NoneType' and 'float'
[92m15:46:20[0m|INFO   |[96mrun_benchmark[0m|   Running XGBoost-default...
[92m15:46:20[0m|ERROR  |[96mrun_benchmark[0m|     Fold 0 FIT FAILED for XGBoost-default on spambase
Traceback (most recent call last):

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 954, in <module>

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 823, in main
    logger.info("FULL DATA BENCHMARK RUN")
    │      └ <function Logger.info at 0x7bd9b0e23640>
    └ <loguru.logger handlers=[(id=1, level=20, sink=<stdout>), (id=2, level=10, sink='logs/run.log')]>

> File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 671, in run_benchmark
    X_test_fit = pd.DataFrame(X_test, columns=feature_names)
                 │  │         │               └ ['word_freq_make', 'word_freq_address', 'word_freq_all', 'word_freq_3d', 'word_freq_our', 'word_freq_over', 'word_freq_remove...
                 │  │         └ array([[0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 1.880e+00, 0.000e+00,
                 │  │                   0.000e+00, 1.880e+00, 0.000e+00, 0.000e+00,...
                 │  └ <class 'pandas.core.frame.DataFrame'>
                 └ <module 'pandas' from '/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/it...

  File "/home/adrian/projects/temp/ai-inventor-old3/aii_pipeline/runs/run__20260228_133939/3_invention_loop/iter_2/gen_art/exp_id2_it2__opus/method.py", line 274, in timed_fit
